director_name,genres,movie_title,comb
unknown,Crime Drama Thriller,gomorrah            ,Maria Pia Calzone Fortunato Cerlino Marco D'Amore unknown Crime Drama Thriller
Kevin Smith,Comedy Romance,mallrats,Ethan Suplee Jason Mewes Joey Lauren Adams Kevin Smith Comedy Romance
Randal Kleiser,Musical Romance,grease,Olivia Newton-John Stockard Channing Sid Caesar Randal Kleiser Musical Romance
Oliver Stone,Drama War,platoon,Johnny Depp Tom Berenger Kevin Dillon Oliver Stone Drama War
Michael Moore,Documentary Drama War,fahrenheit 9/11,Osama bin Laden Stevie Wonder Ricky Martin Michael Moore Documentary Drama War
George Roy Hill,Biography Crime Drama Western,butch cassidy and the sundance kid,Katharine Ross Ted Cassidy Kenneth Mars George Roy Hill Biography Crime Drama Western
Robert Stevenson,Comedy Family Fantasy Musical,mary poppins,Ed Wynn Glynis Johns Elsa Lanchester Robert Stevenson Comedy Family Fantasy Musical
Robert Redford,Drama,ordinary people,Adam Baldwin Elizabeth McGovern Judd Hirsch Robert Redford Drama
Frank Coraci,Action Adventure Comedy,around the world in 80 days,Jim Broadbent Steve Coogan Cécile De France Frank Coraci Action Adventure Comedy
Jerome Robbins,Crime Drama Musical Romance Thriller,west side story,Rita Moreno George Chakiris Richard Beymer Jerome Robbins Crime Drama Musical Romance Thriller
Harold Ramis,Comedy Sport,caddyshack,Bill Murray Rodney Dangerfield Brian Doyle-Murray Harold Ramis Comedy Sport
Gary Hardwick,Comedy Drama,the brothers,Julie Benz Tatyana Ali Jenifer Lewis Gary Hardwick Comedy Drama
Rick Famuyiwa,Comedy Drama Romance,the wood,Omar Epps Tamala Jones Richard T. Jones Rick Famuyiwa Comedy Drama Romance
Bryan Singer,Crime Drama Mystery Thriller,the usual suspects,Kevin Spacey Chazz Palminteri Kevin Pollak Bryan Singer Crime Drama Mystery Thriller
Stephen Hopkins,Fantasy Horror Romance Thriller,a nightmare on elm street 5: the dream child,Lisa Wilcox Kelly Jo Minter Matthew Borlenghi Stephen Hopkins Fantasy Horror Romance Thriller
Walt Becker,Comedy Romance,van wilder: party liaison,Ryan Reynolds Curtis Armstrong Erik Estrada Walt Becker Comedy Romance
Darren Aronofsky,Drama Sport,the wrestler,Mark Margolis John D'Leo Ajay Naidu Darren Aronofsky Drama Sport
King Vidor,Drama Romance Western,duel in the sun,Joseph Cotten Lillian Gish Jennifer Jones King Vidor Drama Romance Western
Christopher Guest,Comedy,best in show,John Michael Higgins Catherine O'Hara Michael McKean Christopher Guest Comedy
John Carpenter,Action Sci-Fi,escape from new york,Donald Pleasence Adrienne Barbeau Tom Atkins John Carpenter Action Sci-Fi
Spike Lee,Comedy Drama Musical,school daze,Tisha Campbell-Martin Ossie Davis Bill Nunn Spike Lee Comedy Drama Musical
Fred Savage,Comedy Family,daddy day camp,Lochlyn Munro Brian Doyle-Murray Tamala Jones Fred Savage Comedy Family
Sammo Kam-Bo Hung,Action Comedy Crime,mr. nice guy,Sammo Kam-Bo Hung Richard Norton Rachel Blakely Sammo Kam-Bo Hung Action Comedy Crime
Christopher Guest,Comedy Music,a mighty wind,Michael McKean Christopher Guest Laura Harris Christopher Guest Comedy Music
Donald Petrie,Comedy Drama Romance,mystic pizza,Julia Roberts Lili Taylor Conchata Ferrell Donald Petrie Comedy Drama Romance
unknown,Drama History Romance War,war & peace            ,Jim Broadbent Tuppence Middleton Lily James unknown Drama History Romance War
Peter Howitt,Comedy Drama Fantasy Romance,sliding doors,Jeanne Tripplehorn Kevin McNally John Lynch Peter Howitt Comedy Drama Fantasy Romance
Rusty Cundieff,Comedy Horror Thriller,tales from the hood,Corbin Bernsen Clarence Williams III David Alan Grier Rusty Cundieff Comedy Horror Thriller
Kevin Macdonald,Biography Drama History Thriller,the last king of scotland,David Oyelowo Simon McBurney Abby Mukiibi Nkaaga Kevin Macdonald Biography Drama History Thriller
Dominique Othenin-Girard,Horror Thriller,halloween 5,Donald Pleasence Tamara Glynn Troy Evans Dominique Othenin-Girard Horror Thriller
Richard Linklater,Comedy Crime Drama,bernie,Matthew McConaughey Brandon Smith Rick Dial Richard Linklater Comedy Crime Drama
Jean-Jacques Mantello,Adventure Documentary Short,dolphins and whales 3d: tribes of the ocean,Charlotte Rampling Daryl Hannah unknown Jean-Jacques Mantello Adventure Documentary Short
Ed Harris,Biography Drama,pollock,John Heard Bud Cort Amy Madigan Ed Harris Biography Drama
Risa Bramon Garcia,Comedy Drama Romance,200 cigarettes,Janeane Garofalo Dave Chappelle Gaby Hoffmann Risa Bramon Garcia Comedy Drama Romance
Brian Klugman,Drama Mystery Romance Thriller,the words,J.K. Simmons Bradley Cooper Olivia Wilde Brian Klugman Drama Mystery Romance Thriller
Matt Piedmont,Comedy Western,casa de mi padre,Will Ferrell Adrian Martinez Luis E. Carazo Matt Piedmont Comedy Western
Raymond De Felitta,Comedy Drama,city island,Ezra Miller Curtiss Cook Dominik García-Lorido Raymond De Felitta Comedy Drama
John Michael McDonagh,Comedy Crime Thriller,the guard,Don Cheadle Fionnula Flanagan Wale Ojo John Michael McDonagh Comedy Crime Thriller
Deb Hagan,Comedy,college,Drake Bell Alona Tal Haley Bennett Deb Hagan Comedy
Sofia Coppola,Drama Romance,the virgin suicides,Kirsten Dunst Kathleen Turner Scott Glenn Sofia Coppola Drama Romance
Mark Herman,Comedy Drama Music Romance,little voice,Jim Broadbent Annette Badland Brenda Blethyn Mark Herman Comedy Drama Music Romance
Zach Cregger,Comedy Romance,miss march,Hugh M. Hefner Windell Middlebrooks Raquel Alessi Zach Cregger Comedy Romance
Zach Braff,Comedy Drama,wish i was here,Jim Parsons Josh Gad Michael Weston Zach Braff Comedy Drama
Mark Tarlov,Comedy Drama Fantasy Romance,simply irresistible,Sarah Michelle Gellar Dylan Baker Lawrence Gilliard Jr. Mark Tarlov Comedy Drama Fantasy Romance
unknown,Crime Drama Mystery,veronica mars            ,Francis Capra Jason Dohring Enrico Colantoni unknown Crime Drama Mystery
John Cameron Mitchell,Comedy Drama Music Musical,hedwig and the angry inch,John Cameron Mitchell Miriam Shor Andrea Martin John Cameron Mitchell Comedy Drama Music Musical
Sheldon Lettich,Action Drama,only the strong,Antoni Corone Ryan Bollman Todd Susman Sheldon Lettich Action Drama
Jon Knautz,Drama Horror Mystery Thriller,goddess of love,Rachel Alig Monda Scott Alexis Kendra Jon Knautz Drama Horror Mystery Thriller
Billy Ray,Drama History,shattered glass,Hayden Christensen Rosario Dawson Cas Anvar Billy Ray Drama History
David Atkins,Comedy Crime Drama Thriller,novocaine,Chelcie Ross Lynne Thigpen Polly Noonan David Atkins Comedy Crime Drama Thriller
Patrick Stettner,Drama Thriller,the business of strangers,Stockard Channing Tony Devon Frederick Weller Patrick Stettner Drama Thriller
Sam Peckinpah,Action Adventure Western,the wild bunch,William Holden Warren Oates L.Q. Jones Sam Peckinpah Action Adventure Western
Jonathan Levine,Comedy Drama Romance,the wackness,Mary-Kate Olsen Aaron Yoo Method Man Jonathan Levine Comedy Drama Romance
Michael Crichton,Adventure Crime Drama Thriller,the great train robbery,Lesley-Anne Down Michael Elphick Pamela Salem Michael Crichton Adventure Crime Drama Thriller
Lynne Ramsay,Drama,morvern callar,Samantha Morton Bryan Dick Paul Popplewell Lynne Ramsay Drama
Sylvio Tabet,Action Adventure Fantasy Sci-Fi,beastmaster 2: through the portal of time,Michael Berryman Kari Wuhrer Marc Singer Sylvio Tabet Action Adventure Fantasy Sci-Fi
Rick Bieber,Biography Drama Sport,the 5th quarter,Aidan Quinn Kendrick Cross Sammy Nagi Njuguna Rick Bieber Biography Drama Sport
Claude Chabrol,Drama,the flower of evil,Benoît Magimel Nathalie Baye Mélanie Doutey Claude Chabrol Drama
Shana Feste,Drama Romance,the greatest,Jennifer Ehle Zoë Kravitz Cara Seymour Shana Feste Drama Romance
Wayne Wang,Drama History,snow flower and the secret fan,Bingbing Li Russell Wong Ji-hyun Jun Wayne Wang Drama History
Joey Lauren Adams,Drama Romance,come early morning,Tim Blake Nelson Diane Ladd Ritchie Montgomery Joey Lauren Adams Drama Romance
Peter Cattaneo,Comedy Crime Romance,lucky break,James Nesbitt Olivia Williams Peter McNamara Peter Cattaneo Comedy Crime Romance
Fred Zinnemann,Drama,julia,Meryl Streep Jane Fonda Vanessa Redgrave Fred Zinnemann Drama
S.R. Bindler,Comedy,"surfer, dude",Matthew McConaughey Scott Glenn Sarah Wright S.R. Bindler Comedy
Tony Kaye,Documentary,lake of fire,Noam Chomsky Pat Buchanan Bill Baird Tony Kaye Documentary
Greg Marcks,Comedy Crime Drama,11:14,Henry Thomas Barbara Hershey Shawn Hatosy Greg Marcks Comedy Crime Drama
Perry Lang,Action Drama Thriller,men of war,Catherine Bell Kevin Tighe Tim Guinee Perry Lang Action Drama Thriller
Jake Goldberger,Drama Mystery Thriller,don mckay,Pruitt Taylor Vince M. Emmet Walsh Robert Wahlberg Jake Goldberger Drama Mystery Thriller
Stefan Ruzowitzky,Crime Drama Thriller,deadfall,Charlie Hunnam Olivia Wilde Sissy Spacek Stefan Ruzowitzky Crime Drama Thriller
Vic Sarin,Drama Family,a shine of rainbows,Connie Nielsen Aidan Quinn John Bell Vic Sarin Drama Family
William Kaufman,Action Thriller,the hit list,Drew Waters Sean Cook Cole Hauser William Kaufman Action Thriller
unknown,Comedy Drama Romance,emma            ,Romola Garai Blake Ritson Rupert Evans unknown Comedy Drama Romance
David Cronenberg,Horror Mystery Sci-Fi Thriller,videodrome,Debbie Harry Leslie Carlson Reiner Schwarz David Cronenberg Horror Mystery Sci-Fi Thriller
Cédric Klapisch,Comedy Drama,l'auberge espagnole,Romain Duris Cécile De France Iddo Goldberg Cédric Klapisch Comedy Drama
Kate Barker-Froyland,Drama Music,song one,Anne Hathaway Shawn Parsons Li Jun Li Kate Barker-Froyland Drama Music
Barbet Schroeder,Crime Mystery Thriller,murder by numbers,Ryan Gosling Chris Penn Agnes Bruckner Barbet Schroeder Crime Mystery Thriller
Martin Koolhoven,Drama History War,winter in wartime,Yorick van Wageningen Tygo Gernandt Martijn Lakemeier Martin Koolhoven Drama History War
Charles Matthau,Comedy Crime Thriller,freaky deaky,Billy Burke Michael Jai White Bill Duke Charles Matthau Comedy Crime Thriller
John Frankenheimer,Thriller War,the train,Jeanne Moreau Paul Scofield Michel Simon John Frankenheimer Thriller War
Christopher M. Bessette,Drama Thriller,trade of innocents,Mira Sorvino John Billingsley Trieu Tran Christopher M. Bessette Drama Thriller
Prachya Pinkaew,Action Crime Drama Thriller,the protector,Jon Foo Nathan Jones Johnny Nguyen Prachya Pinkaew Action Crime Drama Thriller
Gary Sinyor,Comedy,stiff upper lips,Sean Pertwee Frank Finlay Samuel West Gary Sinyor Comedy
unknown,Comedy Romance,the inbetweeners            ,Simon Bird Belinda Stewart-Wilson James Buckley unknown Comedy Romance
Gurinder Chadha,Comedy Drama Romance Sport,bend it like beckham,Archie Panjabi Parminder Nagra Anupam Kher Gurinder Chadha Comedy Drama Romance Sport
John Sayles,Drama Romance,sunshine state,Miguel Ferrer Edie Falco Timothy Hutton John Sayles Drama Romance
Preston A. Whitmore II,Action Sport,crossover,Wesley Jonathan Wayne Brady Eva Marcille Preston A. Whitmore II Action Sport
Ashish R. Mohan,Action Comedy,khiladi 786,Asin Mithun Chakraborty Johnny Lever Ashish R. Mohan Action Comedy
Jaume Balagueró,Horror,[rec] 2,Jonathan D. Mellor Pablo Rosso Andrea Ros Jaume Balagueró Horror
Stewart Raffill,Musical,standing ovation,Kayla Jackson Alexis Biesiada Kayla Raparelli Stewart Raffill Musical
George Roy Hill,Comedy Crime Drama,the sting,Eileen Brennan Robert Shaw Ray Walston George Roy Hill Comedy Crime Drama
Hugh Hudson,Biography Drama Sport,chariots of fire,Alice Krige Ben Cross John Gielgud Hugh Hudson Biography Drama Sport
Darren Grant,Comedy Drama Romance,diary of a mad black woman,Cicely Tyson Kimberly Elise Tamara Taylor Darren Grant Comedy Drama Romance
Scott Hicks,Biography Drama Music Romance,shine,Noah Taylor Armin Mueller-Stahl Nicholas Bell Scott Hicks Biography Drama Music Romance
Joseph Gordon-Levitt,Comedy Drama Romance,don jon,Joseph Gordon-Levitt Scarlett Johansson Tony Danza Joseph Gordon-Levitt Comedy Drama Romance
Clint Eastwood,Mystery Western,high plains drifter,Clint Eastwood Richard Bull John Hillerman Clint Eastwood Mystery Western
Terry Zwigoff,Comedy Drama,ghost world,Scarlett Johansson Steve Buscemi T.J. Thyne Terry Zwigoff Comedy Drama
Richard Eyre,Biography Drama Romance,iris,Kate Winslet Jim Broadbent Kris Marshall Richard Eyre Biography Drama Romance
William Sachs,Comedy Sci-Fi,galaxina,Stephen Macht Avery Schreiber Angelo Rossitto William Sachs Comedy Sci-Fi
Christophe Barratier,Drama Music,the chorus,Jean-Baptiste Maunier François Berléand Gérard Jugnot Christophe Barratier Drama Music
Émile Gaudreault,Comedy Drama,mambo italiano,Paul Sorvino Luke Kirby Claudia Ferri Émile Gaudreault Comedy Drama
James Cox,Crime Drama Mystery Thriller,wonderland,Alexis Dziena Louis Lombardi Franky G James Cox Crime Drama Mystery Thriller
Spike Lee,Drama,do the right thing,Ruby Dee John Savage Danny Aiello Spike Lee Drama
James Toback,Comedy Crime Drama Romance Thriller,harvard man,Sarah Michelle Gellar Eric Stoltz Joey Lauren Adams James Toback Comedy Crime Drama Romance Thriller
Aki Kaurismäki,Comedy Drama,le havre,Jean-Pierre Léaud Kati Outinen Jean-Pierre Darroussin Aki Kaurismäki Comedy Drama
Gaspar Noé,Crime Drama Mystery Thriller,irreversible,Philippe Nahon Albert Dupontel Jo Prestia Gaspar Noé Crime Drama Mystery Thriller
Hitoshi Matsumoto,Comedy Drama,r100,Lindsay Kay Hayward Hitoshi Matsumoto Shinobu Terajima Hitoshi Matsumoto Comedy Drama
Rakeysh Omprakash Mehra,Comedy Drama History Romance,rang de basanti,Anupam Kher Steven Mackintosh Madhavan Rakeysh Omprakash Mehra Comedy Drama History Romance
Collin Schiffli,Drama,animals,Kim Shaw John Heard David Dastmalchian Collin Schiffli Drama
George Ratliff,Action Comedy Drama Thriller,salvation boulevard,Jim Gaffigan Cree Kelly Mike Eshaq George Ratliff Action Comedy Drama Thriller
David Wain,Comedy Romance,the ten,Jon Hamm Ken Marino Ron Silver David Wain Comedy Romance
Shane Meadows,Comedy Drama,a room for romeo brass,Bob Hoskins Paddy Considine Shane Meadows Shane Meadows Comedy Drama
Morten Tyldum,Crime Drama Thriller,headhunters,Aksel Hennie Synnøve Macody Lund Julie R. Ølgaard Morten Tyldum Crime Drama Thriller
Jon Wright,Comedy Horror Sci-Fi Thriller,grabbers,Russell Tovey Richard Coyle Bronagh Gallagher Jon Wright Comedy Horror Sci-Fi Thriller
Michael McGowan,Comedy Drama Sport,saint ralph,Campbell Scott Adam Butcher Gordon Pinsent Michael McGowan Comedy Drama Sport
Liv Ullmann,Drama Romance,miss julie,Samantha Morton Jessica Chastain Colin Farrell Liv Ullmann Drama Romance
Jeannot Szwarc,Drama Fantasy Romance,somewhere in time,Teresa Wright Bill Erwin George Voskovec Jeannot Szwarc Drama Fantasy Romance
Rohan Sippy,Action Crime Drama Thriller,dum maaro dum,Abhishek Bachchan Bipasha Basu Prateik Rohan Sippy Action Crime Drama Thriller
James Wan,Fantasy Horror Thriller,insidious: chapter 2,Lin Shaye Barbara Hershey Leigh Whannell James Wan Fantasy Horror Thriller
Darren Lynn Bousman,Horror Mystery,saw ii,Emmanuelle Vaugier Tony Nappo Shawnee Smith Darren Lynn Bousman Horror Mystery
Dan Trachtenberg,Drama Horror Mystery Sci-Fi Thriller,10 cloverfield lane,Bradley Cooper John Gallagher Jr. Sumalee Montano Dan Trachtenberg Drama Horror Mystery Sci-Fi Thriller
Jeff Tremaine,Comedy Documentary,jackass: the movie,Bam Margera Steve-O Chris Pontius Jeff Tremaine Comedy Documentary
David F. Sandberg,Horror,lights out,Billy Burke Amiah Miller Gabriel Bateman David F. Sandberg Horror
Henry Joost,Horror,paranormal activity 3,Johanna Braddy Sprague Grayden Christopher Nicholas Smith Henry Joost Horror
Stiles White,Fantasy Horror,ouija,Lin Shaye Shelley Hennig Daren Kagasoff Stiles White Fantasy Horror
Chuck Russell,Action Fantasy Horror Thriller,a nightmare on elm street 3: dream warriors,John Saxon Heather Langenkamp Jennifer Rubin Chuck Russell Action Fantasy Horror Thriller
Joel Edgerton,Mystery Thriller,the gift,Busy Philipps Allison Tolman Wendell Pierce Joel Edgerton Mystery Thriller
Eugenio Derbez,Comedy Drama,instructions not included,Eugenio Derbez Jessica Lindsey Hugo Stiglitz Eugenio Derbez Comedy Drama
Henry Joost,Horror,paranormal activity 4,Matt Shively Brendon Eggertsen Alisha Boe Henry Joost Horror
Henry Koster,Drama History,the robe,Richard Burton Jean Simmons Victor Mature Henry Koster Drama History
Blake Edwards,Comedy Crime Mystery,the return of the pink panther,Burt Kwouk Herbert Lom Catherine Schell Blake Edwards Comedy Crime Mystery
Rachel Talalay,Comedy Fantasy Horror Thriller,freddy's dead: the final nightmare,Johnny Depp Tom Arnold Yaphet Kotto Rachel Talalay Comedy Fantasy Horror Thriller
Patty Jenkins,Biography Crime Drama Thriller,monster,Charlize Theron Bruce Dern Pruitt Taylor Vince Patty Jenkins Biography Crime Drama Thriller
Christopher Landon,Fantasy Horror Thriller,paranormal activity: the marked ones,Richard Cabral Gloria Sandoval Molly Ephraim Christopher Landon Fantasy Horror Thriller
David Lynch,Biography Drama,the elephant man,Anthony Hopkins Anne Bancroft Dexter Fletcher David Lynch Biography Drama
Jean-Marc Vallée,Biography Drama,dallas buyers club,Matthew McConaughey Jennifer Garner Denis O'Hare Jean-Marc Vallée Biography Drama
David Gelb,Horror Sci-Fi Thriller,the lazarus effect,Olivia Wilde Mark Duplass Donald Glover David Gelb Horror Sci-Fi Thriller
Christopher Nolan,Mystery Thriller,memento,Callum Rennie Thomas Lennon Jorja Fox Christopher Nolan Mystery Thriller
Mike Flanagan,Horror Mystery,oculus,James Lafferty Rory Cochrane Garrett Ryan Mike Flanagan Horror Mystery
Kevin Smith,Comedy,clerks ii,Ethan Suplee Jason Mewes Brian O'Halloran Kevin Smith Comedy
Stephen Daldry,Drama Music,billy elliot,Julie Walters Gary Lewis Jamie Draven Stephen Daldry Drama Music
Nat Faxon,Comedy Drama,the way way back,Steve Carell Liam James Jim Rash Nat Faxon Comedy Drama
George Jackson,Comedy Drama Music Romance,house party 2,William Schallert Tisha Campbell-Martin Helen Martin George Jackson Comedy Drama Music Romance
George Miller,Adventure Drama Family Romance Western,the man from snowy river,Tony Bonner Jack Thompson Tom Burlinson George Miller Adventure Drama Family Romance Western
